Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,
4,0.160320119198008,0.198680395078868,YPO0357,YPO3992,YPO0347,YPO1108,,,,,,,,,,,,,,,,
6,0.216795876095286,0.107632164528571,YPO3949,YPO2824,YPO1109,YPO3520,YPO0921,YPO3834,,,,,,,,,,,,,,
7,0.17226426526318,0.0383652418212248,YPO0793,YPO0459,YPO3992,YPO0347,YPO1845,YPO0920,YPO0921,,,,,,,,,,,,,
7,0.272741671354482,0.0174383195069569,YPO0918,YPO2161,YPO1109,YPO3142,YPO3141,YPO3520,YPO0921,,,,,,,,,,,,,
7,0.192638201055017,0.146578319258483,YPO2157,YPO0461,YPO3992,YPO0347,YPO2824,YPO2074,YPO3520,,,,,,,,,,,,,
8,0.240892463187759,0.0373813762523552,YPO0357,YPO0459,YPO3992,YPO0347,YPO3376,YPO3520,YPO1389,YPO3834,,,,,,,,,,,,
9,0.241056007074335,0.0685208339342292,YPO0793,YPO2614,YPO3992,YPO0347,YPO0254,YPO3142,YPO3520,YPO1133,YPO0442,,,,,,,,,,,
9,0.241056007074319,0.0685208339338892,YPO2614,YPO3992,YPO0347,YPO0254,YPO3142,YPO2074,YPO3520,YPO1389,YPO1133,,,,,,,,,,,
9,0.196370930204801,0.139578689850948,YPO1384,YPO0253,YPO0460,YPO2288,YPO2824,YPO3358,YPO3418,YPO0439,YPO2567,,,,,,,,,,,
9,0.196968034119295,0.135137995496653,YPO1384,YPO0461,YPO0253,YPO2288,YPO2824,YPO0436,YPO3358,YPO3418,YPO2567,,,,,,,,,,,
10,0.218739391070136,0.103405201036553,YPO2161,YPO1541,YPO3992,YPO0347,YPO2288,YPO3142,YPO3358,YPO2067,YPO0921,YPO0439,,,,,,,,,,
10,0.215710104852019,0.109382606769875,YPO0357,YPO2161,YPO3992,YPO0347,YPO0460,YPO3142,YPO0440,YPO2067,YPO0921,YPO1171,,,,,,,,,,
10,0.184117858922118,0.159393926117553,YPO0918,YPO2161,YPO0254,YPO2552,YPO1109,YPO3142,YPO0440,YPO0920,YPO0921,YPO2836,,,,,,,,,,
10,0.215710104852005,0.109382606769517,YPO0357,YPO2157,YPO0461,YPO2614,YPO3992,YPO0347,YPO0254,YPO0436,YPO3142,YPO2067,,,,,,,,,,
10,0.215682242537734,0.108674213475323,YPO0357,YPO2161,YPO0459,YPO3992,YPO0347,YPO0436,YPO3142,YPO3376,YPO1149,YPO0442,,,,,,,,,,
10,0.255599484541668,0.0437963532394884,YPO2157,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO3142,YPO3358,YPO1149,YPO0439,,,,,,,,,,
10,0.219108527937693,0.098942545401844,YPO2161,YPO3992,YPO0347,YPO2288,YPO0436,YPO3142,YPO3358,YPO3376,YPO1389,YPO1149,,,,,,,,,,
11,0.218739391070134,0.10340520102901,YPO2066,YPO2157,YPO2614,YPO3992,YPO0347,YPO0254,YPO2288,YPO3142,YPO0440,YPO3358,YPO1171,,,,,,,,,
11,0.215682242537734,0.108674213474975,YPO0357,YPO0461,YPO2161,YPO3992,YPO0347,YPO3142,YPO0440,YPO3376,YPO0914,YPO1149,YPO1171,,,,,,,,,
11,0.256103654416212,0.0384626272549193,YPO2066,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO0436,YPO3142,YPO3358,YPO1389,YPO1133,,,,,,,,,
11,0.255599484541659,0.0437963532387037,YPO2066,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO3142,YPO3358,YPO0914,YPO1133,YPO0439,,,,,,,,,
11,0.256103654416212,0.0384626272480059,YPO2066,YPO0918,YPO2161,YPO0254,YPO2288,YPO1109,YPO0436,YPO3142,YPO3358,YPO3376,YPO0442,,,,,,,,,
14,0.279193188247584,0.00564144475473656,YPO0918,YPO2161,YPO0459,YPO0254,YPO0465,YPO2288,YPO1109,YPO3142,YPO3358,YPO2533,YPO3376,YPO1389,YPO3771,YPO0439,,,,,,
20,0.188768076452737,0.152817598135911,YPO4078,YPO3825,YPO2157,YPO3949,YPO2161,YPO3992,YPO0347,YPO1569,YPO1511,YPO3034,YPO1617,YPO2552,YPO0670,YPO3142,YPO0440,YPO2295,YPO3358,YPO2067,YPO0138,YPO1171
